city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Aoyang,27.4554,119.4991,China,CN,Fujian,minor,,
Huanan,46.2207,130.5250,China,CN,Heilongjiang,minor,,
Fuyang,24.8243,111.2707,China,CN,Guangxi,minor,,
Fenyi,27.8112,114.6680,China,CN,Jiangxi,minor,,
Changbai,41.4170,128.1899,China,CN,Jilin,minor,,
Zhouning,27.1041,119.3315,China,CN,Fujian,minor,,
Wulingyuan,29.3494,110.5441,China,CN,Hunan,minor,,
Langao Chengguanzhen,32.3003,108.8931,China,CN,Shaanxi,minor,,
Guanghe Chengguanzhen,35.4815,103.5760,China,CN,Gansu,minor,,
Pingyuan,37.1746,116.4383,China,CN,Shandong,minor,,
Dingbian,37.5927,107.5943,China,CN,Shaanxi,minor,,
Yuelai,47.0232,130.7130,China,CN,Heilongjiang,minor,,
Jingpeng,43.2426,117.5318,China,CN,Inner Mongolia,minor,,
Yuxi,28.8890,107.5940,China,CN,Guizhou,minor,,
Xinhua,26.8884,102.9332,China,CN,Yunnan,minor,,
Zijin,33.2892,111.4744,China,CN,Henan,minor,,
Muxi,28.9695,103.9018,China,CN,Sichuan,minor,,
Tiantan,35.9661,111.8417,China,CN,Shanxi,minor,,
Gushu,31.5605,118.4815,China,CN,Anhui,minor,,
Xunyi Chengguanzhen,35.1173,108.3128,China,CN,Shaanxi,minor,,
Nanpi,38.0333,116.7000,China,CN,Hebei,minor,,
Datian,25.7013,117.8363,China,CN,Fujian,minor,,
Huliao,24.3576,116.6866,China,CN,Guangdong,minor,,
Mulan,45.9471,128.0371,China,CN,Heilongjiang,minor,,
Songyang,25.3251,103.0298,China,CN,Yunnan,minor,,
Mingyue,43.1170,128.8946,China,CN,Jilin,minor,,
Anju,30.3496,105.4559,China,CN,Sichuan,minor,,
Tuojiang,27.9547,109.5680,China,CN,Hunan,minor,,
Pingma,23.6374,107.1014,China,CN,Guangxi,minor,,
Aoxi,27.4259,115.8364,China,CN,Jiangxi,minor,,
Gutian,26.5870,118.7358,China,CN,Fujian,minor,,
Yizhang Chengguanzhen,25.3832,112.9790,China,CN,Hunan,minor,,
Yantan,29.2740,104.8738,China,CN,Sichuan,minor,,
Jiangle,26.7347,117.4718,China,CN,Fujian,minor,,
Yuanba,32.3256,105.9618,China,CN,Sichuan,minor,,
Fushi,29.1838,105.0011,China,CN,Sichuan,minor,,
Zhangjiachuan,34.9876,106.2090,China,CN,Gansu,minor,,
Guangming,28.3102,102.4119,China,CN,Sichuan,minor,,
Chengxiang,28.5526,102.1682,China,CN,Sichuan,minor,,
Pucheng,27.9233,118.5333,China,CN,Fujian,minor,,
Lintan Chengguanzhen,34.6889,103.3524,China,CN,Gansu,minor,,
Chengxian Chengguanzhen,33.7411,105.7206,China,CN,Gansu,minor,,
Xinji,31.6232,114.8740,China,CN,Henan,minor,,
Lushi Chengguanzhen,34.0486,111.0328,China,CN,Henan,minor,,
Kangping,42.7392,123.3494,China,CN,Liaoning,minor,,
Sanchahe,44.9631,126.0153,China,CN,Jilin,minor,,
Dianyang,24.7026,99.1592,China,CN,Yunnan,minor,,
Haiyang,29.7743,118.1822,China,CN,Anhui,minor,,
Jiahe Chengguanzhen,25.5885,112.3679,China,CN,Hunan,minor,,
Huayuan,33.4688,114.8731,China,CN,Henan,minor,,
Zhangfeng,24.2209,97.7868,China,CN,Yunnan,minor,,
Luzhai,24.4975,109.7331,China,CN,Guangxi,minor,,
Pisha,27.0625,102.7461,China,CN,Sichuan,minor,,
Gulin,28.0422,105.8104,China,CN,Sichuan,minor,,
Qiangezhai,36.9637,115.3782,China,CN,Hebei,minor,,
Fusui,22.6361,107.9014,China,CN,Guangxi,minor,,
Lincheng,26.8693,109.6634,China,CN,Hunan,minor,,
Gantang,30.3282,118.0059,China,CN,Anhui,minor,,
Longgang,40.7215,120.9256,China,CN,Liaoning,minor,,
Zhongshan,24.5349,111.3085,China,CN,Guangxi,minor,,
Ningjin,37.6268,116.7966,China,CN,Shandong,minor,,
Haishiwan,36.3463,102.8580,China,CN,Gansu,minor,,
Luanchuan Chengguanzhen,33.7808,111.6130,China,CN,Henan,minor,,
Xin’an,32.4380,118.4089,China,CN,Anhui,minor,,
Yuanshan,24.3696,114.4896,China,CN,Guangdong,minor,,
Zhongba,27.9543,105.0404,China,CN,Yunnan,minor,,
Yiyang Chengguanzhen,34.5108,112.1622,China,CN,Henan,minor,,
Biyang,29.9289,117.9464,China,CN,Anhui,minor,,
Meixi,47.6317,129.1306,China,CN,Heilongjiang,minor,,
Huixian Chengguanzhen,33.7683,106.0808,China,CN,Gansu,minor,,
Wuxue Shi,29.9153,115.4143,China,CN,Hubei,minor,,
Nanzhang Chengguanzhen,31.7839,111.8275,China,CN,Hubei,minor,,
Zhongshu,24.5167,103.7667,China,CN,Yunnan,minor,,
Kunyang,24.6675,102.5919,China,CN,Yunnan,minor,,
Shilu,19.2598,109.0488,China,CN,Hainan,minor,,
Quyang,26.5751,109.6964,China,CN,Hunan,minor,,
Longzhou,22.3355,106.8566,China,CN,Guangxi,minor,,
Xiangkou,29.3305,107.7370,China,CN,Chongqing,minor,,
Wanzhi,31.1464,118.5648,China,CN,Anhui,minor,,
Micheng,25.3204,100.4993,China,CN,Yunnan,minor,,
Mucheng,35.0956,113.3900,China,CN,Henan,minor,,
Dahua,23.7519,107.9715,China,CN,Guangxi,minor,,
Xiaoduchuan,30.2911,109.4762,China,CN,Hubei,minor,,
Huayuan,31.3142,114.0178,China,CN,Hubei,minor,,
Zhongcheng,28.3095,105.2308,China,CN,Sichuan,minor,,
Chongwen,35.7749,113.2508,China,CN,Shanxi,minor,,
Pucheng,36.4136,111.0950,China,CN,Shanxi,minor,,
Lianzhou,21.6662,109.2012,China,CN,Guangxi,minor,,
Shijiao,23.8695,113.5284,China,CN,Guangdong,minor,,
Rongshui,25.0664,109.2505,China,CN,Guangxi,minor,,
Jingyang,32.5167,107.8833,China,CN,Shaanxi,minor,,
Aksu,41.2700,80.2382,China,CN,Xinjiang,minor,,
Guyi,25.7840,109.5974,China,CN,Guangxi,minor,,
Changshun,41.8967,113.9825,China,CN,Inner Mongolia,minor,,
Chang’an,25.2333,109.3833,China,CN,Guangxi,minor,,
Zhushan,29.9945,109.4791,China,CN,Hubei,minor,,
Ziyang Chengguanzhen,32.5192,108.5323,China,CN,Shaanxi,minor,,
Weichang,41.9476,117.7578,China,CN,Hebei,minor,,
Juanshui,29.3031,113.8868,China,CN,Hubei,minor,,
Fusong,42.3250,127.2726,China,CN,Jilin,minor,,
Anyang,23.9318,108.1004,China,CN,Guangxi,minor,,
Shanhe,35.4844,108.3640,China,CN,Gansu,minor,,
Tengzhou,23.3726,110.9147,China,CN,Guangxi,minor,,
Mingfeng,31.0617,111.6428,China,CN,Hubei,minor,,
Jingyang,30.2919,118.5425,China,CN,Anhui,minor,,
Jichang,36.1011,110.6733,China,CN,Shanxi,minor,,
Luxi,27.6362,114.0353,China,CN,Jiangxi,minor,,
Gaotai Chengguanzhen,39.3446,99.8002,China,CN,Gansu,minor,,
Wuxuan,23.6247,109.6520,China,CN,Guangxi,minor,,
Xiaojiang,22.2730,109.5518,China,CN,Guangxi,minor,,
Sanjiang,26.6749,109.1960,China,CN,Guizhou,minor,,
Yitong,43.3263,125.2973,China,CN,Jilin,minor,,
Dayou,46.6362,126.9875,China,CN,Heilongjiang,minor,,
Siyang,22.1684,107.9431,China,CN,Guangxi,minor,,
Huangyuan Chengguanzhen,36.6875,101.2708,China,CN,Qinghai,minor,,
Dafeng,23.4342,108.5983,China,CN,Guangxi,minor,,
Qinglong,40.4056,118.9439,China,CN,Hebei,minor,,
Fengshan,24.5833,99.9000,China,CN,Yunnan,minor,,
Donghuang,28.3330,106.2156,China,CN,Guizhou,minor,,
Xinshui,36.4784,110.7552,China,CN,Shanxi,minor,,
Qianyang Chengguanzhen,34.6421,107.1302,China,CN,Shaanxi,minor,,
Lindian,47.1826,124.8677,China,CN,Heilongjiang,minor,,
Yuanma,25.6820,101.8720,China,CN,Yunnan,minor,,
Jingyu,42.3727,126.8011,China,CN,Jilin,minor,,
Donglan,24.5502,107.3829,China,CN,Guangxi,minor,,
Tiandiba,27.7018,103.2481,China,CN,Sichuan,minor,,
Yixing,37.3376,113.5393,China,CN,Shanxi,minor,,
Gulang,37.4666,102.8943,China,CN,Gansu,minor,,
Longquan,24.6719,102.1613,China,CN,Yunnan,minor,,
Temuli,27.7079,102.8077,China,CN,Sichuan,minor,,
Xilin,47.4761,129.3037,China,CN,Heilongjiang,minor,,
Rifeng,27.2973,116.9111,China,CN,Jiangxi,minor,,
Huangshan,26.8263,100.2191,China,CN,Yunnan,minor,,
Bayan,46.0756,127.3984,China,CN,Heilongjiang,minor,,
Gongcheng,24.8333,110.8167,China,CN,Guangxi,minor,,
Aletengxire,39.5799,109.7582,China,CN,Inner Mongolia,minor,,
Huangmei,30.1923,116.0250,China,CN,Hubei,minor,,
Qinjiang,26.3299,116.3347,China,CN,Jiangxi,minor,,
Fenggang,27.5457,116.2146,China,CN,Jiangxi,minor,,
Miyang,24.4042,103.4428,China,CN,Yunnan,minor,,
Kangle,28.0956,114.4501,China,CN,Jiangxi,minor,,
Dongping,28.3817,111.2196,China,CN,Hunan,minor,,
Yongdeng Chengguanzhen,36.7336,103.2593,China,CN,Gansu,minor,,
Qingfenglin,27.7878,105.1457,China,CN,Yunnan,minor,,
Chaotian,32.6446,105.8850,China,CN,Sichuan,minor,,
Shunchang,26.7965,117.8053,China,CN,Fujian,minor,,
Weizhou,31.4802,103.5836,China,CN,Sichuan,minor,,
Lishan,31.8576,113.2951,China,CN,Hubei,minor,,
Xinhuang,27.3736,109.1338,China,CN,Hunan,minor,,
Xiugu,27.9113,116.7764,China,CN,Jiangxi,minor,,
Zhenyuan Chengguanzhen,35.6775,107.1964,China,CN,Gansu,minor,,
Luoxiong,24.8856,104.2923,China,CN,Yunnan,minor,,
Hechuan,26.9673,114.2376,China,CN,Jiangxi,minor,,
Zhouqu Chengguanzhen,33.7842,104.3628,China,CN,Gansu,minor,,
Pinggui,24.3178,111.4422,China,CN,Guangxi,minor,,
Tianzhou,23.7786,106.8972,China,CN,Guangxi,minor,,
Tianfu,37.2637,122.0523,China,CN,Shandong,minor,,
Longquan,39.0845,112.1912,China,CN,Shanxi,minor,,
Gaoleshan,29.6783,109.1445,China,CN,Hubei,minor,,
Jiading,25.3732,114.9289,China,CN,Jiangxi,minor,,
Zhonghualu,35.6052,104.5967,China,CN,Gansu,minor,,
Wumahe,47.7235,128.7928,China,CN,Heilongjiang,minor,,
Dabu,24.6619,109.2518,China,CN,Guangxi,minor,,
Miaodong,41.2807,119.4355,China,CN,Liaoning,minor,,
Dongliang’erzhuang,36.7271,115.2557,China,CN,Hebei,minor,,
Lishi,24.7721,115.0255,China,CN,Jiangxi,minor,,
Guangze,27.5483,117.3360,China,CN,Fujian,minor,,
Zhong’an,25.6667,104.2333,China,CN,Yunnan,minor,,
Pingle,24.6452,110.6431,China,CN,Guangxi,minor,,
Jiaokui,27.5941,104.0048,China,CN,Yunnan,minor,,
Longquan,36.6952,110.9556,China,CN,Shanxi,minor,,
Huafeng,25.0017,117.5275,China,CN,Fujian,minor,,
Yongning,28.5245,114.3658,China,CN,Jiangxi,minor,,
Luqiao,29.9149,102.2339,China,CN,Sichuan,minor,,
Babu,24.3347,111.6554,China,CN,Guangxi,minor,,
Shanghang,25.0564,116.4115,China,CN,Fujian,minor,,
Zoumachang,27.8713,105.2010,China,CN,Yunnan,minor,,
Pingshan,25.5198,102.4758,China,CN,Yunnan,minor,,
Xiaopingba,25.4949,102.5123,China,CN,Yunnan,minor,,
Fenghuang,38.9978,112.2978,China,CN,Shanxi,minor,,
Bama,24.1442,107.2488,China,CN,Guangxi,minor,,
Sankoutang,27.9127,104.9505,China,CN,Yunnan,minor,,
Chicheng,40.8667,115.8333,China,CN,Hebei,minor,,
Baiquan,42.8854,124.9583,China,CN,Jilin,minor,,
Duru,28.5255,107.8870,China,CN,Guizhou,minor,,
Shuangjiang,24.1726,102.4005,China,CN,Yunnan,minor,,
Qasq,40.7122,111.1289,China,CN,Inner Mongolia,minor,,
Taining,26.9041,117.1753,China,CN,Fujian,minor,,
Dangcheng,34.4279,116.3766,China,CN,Anhui,minor,,
Yezhou,30.6030,109.7133,China,CN,Hubei,minor,,
Zhuozishan,40.9025,112.5694,China,CN,Inner Mongolia,minor,,
Machang,26.1079,104.2680,China,CN,Yunnan,minor,,
Fengyi,31.6812,103.8486,China,CN,Sichuan,minor,,
Hengshui,25.7000,114.3167,China,CN,Jiangxi,minor,,
Fangxian Chengguanzhen,32.0550,110.7342,China,CN,Hubei,minor,,
Dailing,47.0239,129.0190,China,CN,Heilongjiang,minor,,
Yining,29.0361,114.5636,China,CN,Jiangxi,minor,,
Liaoyang,37.0798,113.3399,China,CN,Shanxi,minor,,
Yuelejie,27.8269,103.7831,China,CN,Yunnan,minor,,
Jinping,24.0305,104.2270,China,CN,Yunnan,minor,,
Xinning,35.4951,107.9204,China,CN,Gansu,minor,,
Tongquan,25.4000,103.5667,China,CN,Yunnan,minor,,
Yisa,23.3323,102.4471,China,CN,Yunnan,minor,,
Luntai,41.7780,84.2465,China,CN,Xinjiang,minor,,
Renhua,25.0913,113.7445,China,CN,Guangdong,minor,,
Changning,35.9798,110.8221,China,CN,Shanxi,minor,,
Gangou,26.5150,103.1477,China,CN,Yunnan,minor,,
Gufeng,26.9132,118.9840,China,CN,Fujian,minor,,
Mingxi,26.3588,117.1969,China,CN,Fujian,minor,,
Baokang Chengguanzhen,31.8781,111.2564,China,CN,Hubei,minor,,
Yanjing,28.0823,104.1950,China,CN,Yunnan,minor,,
Ziyang,29.2497,117.8547,China,CN,Jiangxi,minor,,
Ningzhou,24.1877,102.9170,China,CN,Yunnan,minor,,
Lingyun,24.3466,106.5677,China,CN,Guangxi,minor,,
Shuiying,27.8101,104.7984,China,CN,Yunnan,minor,,
Yujiazhai,27.8415,104.8249,China,CN,Yunnan,minor,,
Guji,27.1696,103.2843,China,CN,Yunnan,minor,,
Xinglongchang,28.2663,104.3890,China,CN,Yunnan,minor,,
Niupizhai,28.1115,104.3814,China,CN,Yunnan,minor,,
Bagrax,41.9843,86.6220,China,CN,Xinjiang,minor,,
Yuyue,29.9833,113.9030,China,CN,Hubei,minor,,
Xiuwu Chengguanzhen,35.2311,113.4381,China,CN,Henan,minor,,
Gedong,37.8931,111.2554,China,CN,Shanxi,minor,,
Xinjie,27.7043,103.3804,China,CN,Yunnan,minor,,
Bao’an,36.8290,108.7581,China,CN,Shaanxi,minor,,
Qingyuan,35.1367,104.2221,China,CN,Gansu,minor,,
Rende,25.5582,103.2760,China,CN,Yunnan,minor,,
Tiandeng,23.1266,107.0937,China,CN,Guangxi,minor,,
Xincheng,35.3000,111.6642,China,CN,Shanxi,minor,,
Qingyang,36.2071,113.4172,China,CN,Shanxi,minor,,
Pingxiang,35.2079,105.2506,China,CN,Gansu,minor,,
Guwei,34.7103,110.6571,China,CN,Shanxi,minor,,
Xiangzhou,23.9728,109.6668,China,CN,Guangxi,minor,,
Fengchuan,28.7000,115.3833,China,CN,Jiangxi,minor,,
Guyang,28.6165,109.9436,China,CN,Hunan,minor,,
Long’an,32.4093,104.5287,China,CN,Sichuan,minor,,
Dongmen,24.7815,108.8981,China,CN,Guangxi,minor,,
Meixian,24.2838,116.0695,China,CN,Guangdong,minor,,
Jincheng,25.5015,102.4006,China,CN,Yunnan,minor,,
Youdian,24.8289,99.5923,China,CN,Yunnan,minor,,
Shawan,29.4112,103.5433,China,CN,Sichuan,minor,,
Guanyang,25.4952,111.1349,China,CN,Guangxi,minor,,
Wanshan,27.5232,109.2060,China,CN,Guizhou,minor,,
Xincheng Chengguanzhen,24.0861,108.6526,China,CN,Guangxi,minor,,
Tuanfeng,30.7136,114.9161,China,CN,Hubei,minor,,
Ning’er,23.0405,101.0368,China,CN,Yunnan,minor,,
Bujie,28.1482,104.9640,China,CN,Yunnan,minor,,
Danfeng,24.8305,104.0082,China,CN,Yunnan,minor,,
Tantou,28.2833,104.2667,China,CN,Yunnan,minor,,
Longsheng,25.7936,110.0092,China,CN,Guangxi,minor,,
Aba,32.9059,101.7063,China,CN,Sichuan,minor,,
Debao Chengguanzhen,23.3847,106.5735,China,CN,Guangxi,minor,,
Sunwu,49.4175,127.3155,China,CN,Heilongjiang,minor,,
Huaiyuan Chengguanzhen,32.9589,117.1657,China,CN,Anhui,minor,,
Bianjiang,49.5578,128.4731,China,CN,Heilongjiang,minor,,
Daliyuan,27.1837,103.4864,China,CN,Yunnan,minor,,
Jinshan,41.9167,118.6667,China,CN,Inner Mongolia,minor,,
Dongping,36.4990,117.9960,China,CN,Shandong,minor,,
Tongbai Chengguanzhen,32.3642,113.3964,China,CN,Henan,minor,,
Shuigou’ao,27.1191,103.3534,China,CN,Yunnan,minor,,
Xiqu,26.6057,101.5983,China,CN,Sichuan,minor,,
Yingjiang,24.7102,97.9367,China,CN,Yunnan,minor,,
Baocheng,18.6403,109.6994,China,CN,Hainan,minor,,
Qingliu,26.1839,116.8062,China,CN,Fujian,minor,,
Yaodu,30.1000,117.0167,China,CN,Anhui,minor,,
Lijiang,23.5711,102.0042,China,CN,Yunnan,minor,,
Huanggexi,27.8541,103.8611,China,CN,Yunnan,minor,,
Jinshi,26.4180,110.8002,China,CN,Hunan,minor,,
Menghai,21.9532,100.3841,China,CN,Yunnan,minor,,
Guangrao,37.2597,118.4634,China,CN,Shandong,minor,,
Yanjing,27.4270,101.5097,China,CN,Sichuan,minor,,
Yongding,25.1986,102.4619,China,CN,Yunnan,minor,,
Gaojiacun,25.2586,104.0634,China,CN,Yunnan,minor,,
Guishan,24.0503,102.0002,China,CN,Yunnan,minor,,
Baiyang,35.8511,106.6390,China,CN,Ningxia,minor,,
Jimsar,43.9833,89.0667,China,CN,Xinjiang,minor,,
Wuqi,36.9263,108.1717,China,CN,Shaanxi,minor,,
Huanjiang,24.8397,108.2502,China,CN,Guangxi,minor,,
Zhaoping,24.1736,110.8023,China,CN,Guangxi,minor,,
Daojiang,25.4960,111.5515,China,CN,Hunan,minor,,
Jiecun,27.2244,102.9228,China,CN,Yunnan,minor,,
Linwu Chengguanzhen,25.2325,112.5398,China,CN,Hunan,minor,,
Nandan,24.9818,107.5421,China,CN,Guangxi,minor,,
Tianxingchang,27.8423,103.9824,China,CN,Yunnan,minor,,
Shuitianzhai,27.7643,105.2516,China,CN,Yunnan,minor,,
Changpu,26.5919,110.1474,China,CN,Hunan,minor,,
Mengcheng Chengguanzhen,33.2661,116.5661,China,CN,Anhui,minor,,
Gengma,23.5233,99.3786,China,CN,Yunnan,minor,,
Hobor,41.2700,112.6169,China,CN,Inner Mongolia,minor,,
Zuitai,33.3308,105.6047,China,CN,Gansu,minor,,
Tiexianxi,27.9119,103.8894,China,CN,Yunnan,minor,,
Nêdong,29.2430,91.7724,China,CN,Tibet,minor,,
Sanguanzhai,27.1077,103.2566,China,CN,Yunnan,minor,,
Lianzhu,23.4084,101.7103,China,CN,Yunnan,minor,,
Yuhu,26.1068,99.9829,China,CN,Yunnan,minor,,
Chuansiba,28.3196,104.1296,China,CN,Yunnan,minor,,
Xinjing,23.1382,106.4114,China,CN,Guangxi,minor,,
Laojie,26.5770,103.0470,China,CN,Yunnan,minor,,
Wenquan,30.8493,115.6991,China,CN,Hubei,minor,,
Luojiang,31.3050,104.5048,China,CN,Sichuan,minor,,
Xiaopu,25.2651,111.3505,China,CN,Hunan,minor,,
Xiaping,26.7314,114.2703,China,CN,Jiangxi,minor,,
Fengcheng,24.5712,107.0424,China,CN,Guangxi,minor,,
Yilan,46.3162,129.5545,China,CN,Heilongjiang,minor,,
Taocheng,22.8794,107.1565,China,CN,Guangxi,minor,,
Jiecun,27.3557,102.9827,China,CN,Yunnan,minor,,
Nansha,23.1804,102.8333,China,CN,Yunnan,minor,,
Jinping,24.4337,100.8199,China,CN,Yunnan,minor,,
Xuri,47.7268,128.8999,China,CN,Heilongjiang,minor,,
Togrog Ul,40.7838,113.2143,China,CN,Inner Mongolia,minor,,
Yancheng,38.9154,111.8693,China,CN,Shanxi,minor,,
Qinghua,35.1650,113.0617,China,CN,Henan,minor,,
Honggang,46.4012,124.8832,China,CN,Heilongjiang,minor,,
Daxing,22.9692,102.4061,China,CN,Yunnan,minor,,
Daihai,40.5211,112.4931,China,CN,Inner Mongolia,minor,,
Liulin,34.5897,103.5042,China,CN,Gansu,minor,,
Xuejiawan,39.8668,111.2208,China,CN,Inner Mongolia,minor,,
Shuangshipu,33.9171,106.5247,China,CN,Shaanxi,minor,,
Nanzhao,25.2222,100.3034,China,CN,Yunnan,minor,,
Inder,46.7000,122.9333,China,CN,Inner Mongolia,minor,,
Yongfu,24.9940,109.9847,China,CN,Guangxi,minor,,
Shuimo,27.3019,103.4143,China,CN,Yunnan,minor,,
Xinghe Chengguanzhen,40.8756,113.8839,China,CN,Inner Mongolia,minor,,
Tokkuztara,43.4667,82.1489,China,CN,Xinjiang,minor,,
Daxing,27.2637,100.8639,China,CN,Yunnan,minor,,
Taikang,46.8644,124.4398,China,CN,Heilongjiang,minor,,
Shangjie,25.6711,99.9802,China,CN,Yunnan,minor,,
Qiaowa,27.9346,101.2775,China,CN,Sichuan,minor,,
Jinhua,26.5380,99.9172,China,CN,Yunnan,minor,,
Shanjiao,27.3223,103.0684,China,CN,Yunnan,minor,,
Xinjie,28.1485,103.9666,China,CN,Yunnan,minor,,
Longshan,24.6009,98.7042,China,CN,Yunnan,minor,,
Liangdang Chengguanzhen,33.9097,106.3022,China,CN,Gansu,minor,,
Jiezishang,26.9894,103.3447,China,CN,Yunnan,minor,,
Laodianzi,26.9308,103.2922,China,CN,Yunnan,minor,,
Jinping,35.3144,107.0292,China,CN,Gansu,minor,,
Qili,30.1991,117.4780,China,CN,Anhui,minor,,
Yacha,19.2306,109.4475,China,CN,Hainan,minor,,
Longbo,25.9652,111.6585,China,CN,Hunan,minor,,
Ulan Hua,41.5190,111.6917,China,CN,Inner Mongolia,minor,,
Jianning,26.8345,116.8385,China,CN,Fujian,minor,,
Goujie,25.7424,102.8008,China,CN,Yunnan,minor,,
Hekou,22.5385,104.0111,China,CN,Yunnan,minor,,
Qiancheng,27.1940,109.8141,China,CN,Hunan,minor,,
Leidaba,27.9572,104.3387,China,CN,Yunnan,minor,,
Longgang,35.6894,112.1580,China,CN,Shanxi,minor,,
Shangba,27.6296,103.3045,China,CN,Yunnan,minor,,
Lingcheng,33.5377,117.5336,China,CN,Anhui,minor,,
Maoshanjie,25.6678,102.4991,China,CN,Yunnan,minor,,
Baokang,44.1269,123.3129,China,CN,Inner Mongolia,minor,,
Laojie,25.4483,99.5561,China,CN,Yunnan,minor,,
Guye,39.7305,118.4408,China,CN,Hebei,minor,,
Gonghe,25.2558,101.5186,China,CN,Yunnan,minor,,
Doushaguan,28.0480,104.1272,China,CN,Yunnan,minor,,
Xingguo,29.9225,115.3021,China,CN,Hubei,minor,,
Chengfangqiao,25.7573,103.8310,China,CN,Yunnan,minor,,
Dedang,24.0118,99.2396,China,CN,Yunnan,minor,,
Yueyang,36.2896,111.9145,China,CN,Shanxi,minor,,
Fucheng,36.1468,112.2335,China,CN,Shanxi,minor,,
Shirong,29.3509,102.6525,China,CN,Sichuan,minor,,
Chensan,36.7367,115.1343,China,CN,Hebei,minor,,
Beishan,45.8162,130.9283,China,CN,Heilongjiang,minor,,
Shanzidi,26.5538,103.2604,China,CN,Yunnan,minor,,
Gecheng,31.9486,108.6607,China,CN,Chongqing,minor,,
Xiangshui,35.4769,106.3311,China,CN,Ningxia,minor,,
Qiaoshang,27.9427,105.1648,China,CN,Yunnan,minor,,
Yongding,26.0412,101.6864,China,CN,Yunnan,minor,,
Qianyou,33.6775,109.1233,China,CN,Shaanxi,minor,,
Dasongshu,26.1368,103.5734,China,CN,Yunnan,minor,,
Lizhi,29.7032,107.3952,China,CN,Chongqing,minor,,
Shuitou,36.9731,111.2091,China,CN,Shanxi,minor,,
Zhongxin,26.6167,101.2715,China,CN,Yunnan,minor,,
Xinfa,28.8307,104.3208,China,CN,Sichuan,minor,,
Xishaqiao,28.3025,103.9848,China,CN,Yunnan,minor,,
Tian’e,24.9976,107.1681,China,CN,Guangxi,minor,,
Nayun,22.3320,99.5613,China,CN,Yunnan,minor,,
Yunhe,26.5250,100.1978,China,CN,Yunnan,minor,,
Shuangxi,28.8630,115.3519,China,CN,Jiangxi,minor,,
Meilin,25.8731,115.0108,China,CN,Jiangxi,minor,,
Jinding,26.4390,99.4406,China,CN,Yunnan,minor,,
Jianxincun,25.8389,104.1195,China,CN,Yunnan,minor,,
Dongxing,45.3609,130.7868,China,CN,Heilongjiang,minor,,
Shiziba,27.9796,104.1806,China,CN,Yunnan,minor,,
Zhihe,36.7800,110.6396,China,CN,Shanxi,minor,,
Gaolan Chengguanzhen,36.3347,103.9456,China,CN,Gansu,minor,,
Zhonghechang,28.1538,104.0984,China,CN,Yunnan,minor,,
Aitianba,28.1667,104.1667,China,CN,Yunnan,minor,,
Zhongcun,26.1346,102.6811,China,CN,Yunnan,minor,,
Xiangyang,26.7599,103.2539,China,CN,Yunnan,minor,,
Hepingyizu,29.2469,103.0825,China,CN,Sichuan,minor,,
Xilin,24.4988,105.0938,China,CN,Guangxi,minor,,
Baiyin Chagan,41.4533,113.1833,China,CN,Inner Mongolia,minor,,
Leye,24.8007,106.5580,China,CN,Guangxi,minor,,
Tongyang,29.6075,114.4912,China,CN,Hubei,minor,,
Moshiyi,27.8277,103.7283,China,CN,Yunnan,minor,,
Nahaping,28.4318,103.8578,China,CN,Yunnan,minor,,
Sujiaying,25.6316,102.5847,China,CN,Yunnan,minor,,
Yongchang Chengguanzhen,38.2705,102.0202,China,CN,Gansu,minor,,
Tianshan,43.8874,120.0934,China,CN,Inner Mongolia,minor,,
Beiyingzi,40.7607,119.1179,China,CN,Liaoning,minor,,
Tieyingzi,41.7786,119.8798,China,CN,Liaoning,minor,,
Zhenlai,45.8430,123.1860,China,CN,Jilin,minor,,
Ziyuan,26.0346,110.6377,China,CN,Guangxi,minor,,
Zagunao,31.4437,103.1722,China,CN,Sichuan,minor,,
Dongfeng,42.6403,125.5118,China,CN,Jilin,minor,,
Tuquan,45.4030,121.6046,China,CN,Inner Mongolia,minor,,
Ganzi,31.6274,99.9941,China,CN,Sichuan,minor,,
Jin’an,32.6394,103.5968,China,CN,Sichuan,minor,,
Wanhechang,27.7759,103.5095,China,CN,Yunnan,minor,,
Taipingdian,28.5593,104.2220,China,CN,Yunnan,minor,,
Hanyuan,32.8340,106.2504,China,CN,Shaanxi,minor,,
Lubei,44.6087,120.9556,China,CN,Inner Mongolia,minor,,
Gufu,31.3621,110.7292,China,CN,Hubei,minor,,
Jiuchenggong,34.6787,107.7876,China,CN,Shaanxi,minor,,
Zongyang,30.6989,117.2042,China,CN,Anhui,minor,,
Yuping,22.9769,103.7108,China,CN,Yunnan,minor,,
Fuyu,47.7976,124.4573,China,CN,Heilongjiang,minor,,
Yuanjiazhuang,33.5232,107.9830,China,CN,Shaanxi,minor,,
Dianweijie,25.9075,102.8544,China,CN,Yunnan,minor,,
Laojiezi,26.1487,102.5592,China,CN,Yunnan,minor,,
Laofangzi,26.6716,103.1883,China,CN,Yunnan,minor,,
Muzeng,26.0524,102.4793,China,CN,Yunnan,minor,,
Yopurga,39.2394,76.7643,China,CN,Xinjiang,minor,,
Furong,26.4683,114.7761,China,CN,Jiangxi,minor,,
Huamachi,37.7852,107.4032,China,CN,Ningxia,minor,,
Hanbin,32.8897,108.9044,China,CN,Shaanxi,minor,,
Jiezi,26.7893,102.9919,China,CN,Yunnan,minor,,
